nid,title,author,date,content,company,content_clean,sentiment
425553388,야덜아~,희망소년,2026.07.15 11:44,이제 시장바라보는 뷰를 긍정적으로 볼거야,삼성전자,이제 시장바라보는 뷰를 긍정적으로 볼거야,찬티
425553372,굉장히 위험한. 한국증시,koo,2026.07.15 11:44,"삼성전기 엘지이노텍 빠때리
한미반도체 비롯 반도체 소부장. 일부종목
적정가의 십배수준 주작
90프로 주식이 주작
게다가 50퍼는 좀비기업
쨈통은 그저 종지종지
머잖았다
멸망 순간 다가온다
적정종지 2000. 아래
큰손 개인들 돈질 끝내고
도망가고
외인과 개관이는 주작질이
습관화. 되어있고
조심들혀",삼성전자,삼성전기 엘지이노텍 빠때리 한미반도체 비롯 반도체 소부장. 일부종목 적정가의 십배수준 주작 90프로 주식이 주작 게다가 50퍼는 좀비기업 쨈통은 그저 종지종지 머잖았다 멸망 순간 다가온다 적정종지 2000. 아래 큰손 개인들 돈질 끝내고 도망가고 외인과 개관이는 주작질이 습관화. 되어있고 조심들혀,안티
425553342,부정선거 국정조사 ㅋ4 ㅋ,역사를갈쳐주마,2026.07.15 11:44,"요즘 사퇴해라 ㅋ 못한다 ㅋㅋㅋ
시끄러운 거시기도 ㅋㅋㅋ
건물값만 500억이 넘는다던데 ㅋㅋㅋ
내 보기엔 노선싸움이 아니라 ㅋㅋㅋ
재산싸움으로 보여 ㅋㅋㅋ
을철수가 학을 띤 자땜에 ㅋㅋㅋㅋㅋ
빈손으로 나왔던 거럼 ㅋㅋㅋㅋㅋ
남은 자들이 설거지했고 ㅋ
반품투표가 가능하다면 ㅋㅋㅋㅋ
내가 쪼옴 도와줄 수도 있을 거같은데 ㅋㅋㅋㅋㅋ",삼성전자,요즘 사퇴해라 못한다 시끄러운 거시기도 건물값만 500억이 넘는다던데 내 보기엔 노선싸움이 아니라 재산싸움으로 보여 을철수가 학을 띤 자땜에 빈손으로 나왔던 거럼 남은 자들이 설거지했고 반품투표가 가능하다면 내가 쪼옴 도와줄 수도 있을 거같은데,중립
425553306,새롭고 진정한 호재,hsh,2026.07.15 11:44,gpt 5.6 출시되고 오픈 AI 에이전트 사용자가 폭발했다는거다 오픈 AI랑 엮긴 많은 회사들이 기업용 고객 폭증에 불확실성 줄이고 전력 질주할것이다,삼성전자,gpt 5.6 출시되고 오픈 AI 에이전트 사용자가 폭발했다는거다 오픈 AI랑 엮긴 많은 회사들이 기업용 고객 폭증에 불확실성 줄이고 전력 질주할것이다,찬티
425553278,하닉 미국가격국내 가에2배면 삼성도 아,wwwkanzocokr,2026.07.15 11:44,두번다시 못산다,삼성전자,두번다시 못산다,찬티
425553242,286정도까진 가겠구마,AIRBORNE,2026.07.15 11:43,"반대투자자들은 손해보진 않겠네
이제껏 먹은게 있으니..많자너..
조금 덜 먹는다 생각해야지 뭐
여기 씨잘떼기없이 요상한 지만 아는 챠트올리고
씨부리는 그너믄 아직 사라있나..
귀신 씨나락 까먹는 소리만 새벽6시부터 계속 해대던데..
30개 끝나믄 연락해라 내 계정 빌려주마 ㅎ",삼성전자,반대투자자들은 손해보진 않겠네 이제껏 먹은게 있으니..많자너.. 조금 덜 먹는다 생각해야지 뭐 여기 씨잘떼기없이 요상한 지만 아는 챠트올리고 씨부리는 그너믄 아직 사라있나.. 귀신 씨나락 까먹는 소리만 새벽6시부터 계속 해대던데.. 30개 끝나믄 연락해라 내 계정 빌려주마,찬티
425553237,삼십만성전자,스너프킨,2026.07.15 11:43,"갈기게 가마니 냅뚸라
오케이?",삼성전자,갈기게 가마니 냅뚸라 오케이?,찬티
425553148,변동성 넘 심한거 아니냐?,코케허니,2026.07.15 11:43,리뮈랄. . .,삼성전자,리뮈랄. . .,안티
425553141,외국인들은 들어오기 시작했구나 전고점 돌파 60만자 시작^^~~,슈퍼리치2,2026.07.15 11:42,가즈아 모두 올라타라ㅎ,삼성전자,가즈아 모두 올라타라,찬티
425553131,ADR안하면 절대못감 외인 장난질에 맨날 개미들만 돈 다 털리고 가두리임-,바텐더,2026.07.15 11:42,"스크 행님이 영리한거임 투자금 확보가 목적 이긴하지만 여러외부요인 리스크방어
최소한에 세이프티 깔아 놓은거임 먼말인지 알지?
삼성도 ADR안하면 맨날 이몬양 매일 당해봤잖아`~",삼성전자,스크 행님이 영리한거임 투자금 확보가 목적 이긴하지만 여러외부요인 리스크방어 최소한에 세이프티 깔아 놓은거임 먼말인지 알지? 삼성도 ADR안하면 맨날 이몬양 매일 당해봤잖아,찬티
425553110,호남댕잡주 넥장에서 하닉 키맞춰놔라,신용미수금지,2026.07.15 11:42,알겠냐 호남 댕잡주야?,삼성전자,알겠냐 호남 댕잡주야?,안티
425553066,나선 내릴때는 초급락 오를때는 모지리 삼성,fkdhsk,2026.07.15 11:42,이거 스레기주식이야,삼성전자,이거 스레기주식이야,안티
425553064,모건스탠리 진짜..물한번 먹는거 봤으면 좋겠다...,이게뭐냐ㅋㅋ,2026.07.15 11:42,"21년도에도 리포트로 조지고..
올해도 리포트로 조지고..
지네가 뭐라고..ㅋㅋㅋ",삼성전자,21년도에도 리포트로 조지고.. 올해도 리포트로 조지고.. 지네가 뭐라고..,안티
425553051,보고있으면 화딱질난다,실속있는차트,2026.07.15 11:42,"하닉이랑 같이보고있어서 그런가.
볼때마다 짜증나네",삼성전자,하닉이랑 같이보고있어서 그런가. 볼때마다 짜증나네,안티
425553027,2나노 테슬라 A15 양산 뉴스,감각적인단서코알라,2026.07.15 11:42,뜨자 좀 ㅋㅋㅋ,삼성전자,뜨자 좀,찬티
425553022,개인만 팔아버리네~,탄탄한추세주인공,2026.07.15 11:42,외국인 기관 연기금이 쓸어담는다.,삼성전자,외국인 기관 연기금이 쓸어담는다.,찬티
425552998,"[단독] 삼성, 美 ADR 공식 부인했지만…물밑 검토 착수",css,2026.07.15 11:41,"삼성전자가 내부적으로 미국 ADR(미국주식예탁증서) 발행 시나리오를 검토하며 실무 절차까지 점검한 것으로 파악됐다. 공식적으로는 검토설을 부인했지만 실제 내부에서는 경영진 지시에 따라 발행에 따른 손익과 필요한 관련 절차를 실무진이 확인에 나섰다.
https://share.google/VxIhwMNbHO014GNtQ",삼성전자,삼성전자가 내부적으로 미국 ADR 미국주식예탁증서 발행 시나리오를 검토하며 실무 절차까지 점검한 것으로 파악됐다. 공식적으로는 검토설을 부인했지만 실제 내부에서는 경영진 지시에 따라 발행에 따른 손익과 필요한 관련 절차를 실무진이 확인에 나섰다.,중립
425552978,점심먹고 올테니,반도체상승시작,2026.07.15 11:41,하이닉스와 상승폭 키맞춰 놔라,삼성전자,하이닉스와 상승폭 키맞춰 놔라,찬티
425552965,28만 뚫었다,클릭클릭7,2026.07.15 11:41,이제 가겠네.ㅋㅎ,삼성전자,이제 가겠네.,찬티
425552957,삼전에서 네패스로,순수한머니팔로워,2026.07.15 11:41,삼전 떠나갑니다.,삼성전자,삼전 떠나갑니다.,안티
425552926,내일도,주식으로흥하자,2026.07.15 11:41,내일도 오늘처럼 상승하여 흐믓한 연휴가 되었으면 좋겠습니다.,삼성전자,내일도 오늘처럼 상승하여 흐믓한 연휴가 되었으면 좋겠습니다.,찬티
425552921,"안구백 방위는 14개월인데 , 22개월 근무한 이유가 궁금하다",바이블,2026.07.15 11:41,"안구백 방위는 14개월인데 , 22개월 근무한 이유가 궁금하다
그것이 알고 싶다",삼성전자,"안구백 방위는 14개월인데 , 22개월 근무한 이유가 궁금하다 그것이 알고 싶다",중립
425552898,뭐????????,위대한거시기,2026.07.15 11:41,잉???????????????!,삼성전자,잉???????????????!,중립
425552824,전부 ADR하면 현정부 코스피 부정이지..ㅋㅋㅋ,이게뭐냐ㅋㅋ,2026.07.15 11:40,"그래해라해 ㅋㅋ
현대차도하고 LG도 하고 다해라..",삼성전자,그래해라해 현대차도하고 LG도 하고 다해라..,찬티
425552822,호가창 매도물량이 훨많은게,벌꿀오소리i0i,2026.07.15 11:40,조금더 치고올라갈수있겠다,삼성전자,조금더 치고올라갈수있겠다,찬티
425552793,오늘 매수사이드카 나왔지? 그럼 다음엔 매도사이드카다,주식초고수형,2026.07.15 11:40,"이건 진리 불변의 법칙
오늘 빼는게 맞다
그리고 매도사이드카 나오면 또 사고
그거 모르는 애들 없겠지?",삼성전자,이건 진리 불변의 법칙 오늘 빼는게 맞다 그리고 매도사이드카 나오면 또 사고 그거 모르는 애들 없겠지?,찬티
425552781,28만 돌파한다고,국가정보자원펀드,2026.07.15 11:40,매수하는 호구 개미들 없제? 페이크다,삼성전자,매수하는 호구 개미들 없제? 페이크다,안티
425552776,저점 끝나고 고점향해 간다,어엇어,2026.07.15 11:40,35홀딩 힘내자,삼성전자,35홀딩 힘내자,찬티
425552765,주식은 미끄럼틀,바다의보물,2026.07.15 11:40,"올라갈땐는 낑낑
내려갈때는 슝~
잘못하면 모래 바닥에 얼굴 쳐박힌다",삼성전자,올라갈땐는 낑낑 내려갈때는 슝 잘못하면 모래 바닥에 얼굴 쳐박힌다,안티
425552733,“ 미 소 핵전쟁 일어날까,선도세력,2026.07.15 11:39,""" 린지 그래엄 상원의원 사망사건사고
자택에서 죽었다 ?
우크라 드론공장에서 러시아 미사일공격으로
죽었다?
ㅉㅉ
보복공격으로
러사아내륙에있는 3200 K 떨어진 정유소 폭격 ?
진실은 ?",삼성전자,린지 그래엄 상원의원 사망사건사고 자택에서 죽었다 ? 우크라 드론공장에서 러시아 미사일공격으로 죽었다? 보복공격으로 러사아내륙에있는 3200 K 떨어진 정유소 폭격 ? 진실은 ?,중립
425552717,오늘 30 못가면 랄뷰 터트립니다!!,양봉페페,2026.07.15 11:39,"계란2개로 원하는 요리 해서
로켓 배송으로 보내드립니다!",삼성전자,계란2개로 원하는 요리 해서 로켓 배송으로 보내드립니다!,중립
425552712,.....,냠이양음oddy,2026.07.15 11:39,"인버스간 개미들
엇박자 탄거 아녀",삼성전자,인버스간 개미들 엇박자 탄거 아녀,안티
425552662,한미반도체는 25% 이상 올랐던데~,당찬증시소식킹,2026.07.15 11:39,조금 더디게 가네요..,삼성전자,조금 더디게 가네요..,중립
425552651,지수가,ㅜ,2026.07.15 11:39,7.8퍼씩 왔다갔다하는 개국장을만들었네,삼성전자,7.8퍼씩 왔다갔다하는 개국장을만들었네,안티
425552640,하방베팅하신 분들 어떻하나유...,선한투자소식에이스,2026.07.15 11:38,"몇 주간 그렇게 나라 망하길 기대하셨는데....
국장이 온통 씨뻘게유...
돈 없어 주식도 없이 나불대던 그지들은 제외...",삼성전자,몇 주간 그렇게 나라 망하길 기대하셨는데.... 국장이 온통 씨뻘게유... 돈 없어 주식도 없이 나불대던 그지들은 제외...,찬티
425552635,삼성전자가 폭등하고있읍니다,윤어게인,2026.07.15 11:38,"자유우파가 일을잘하니
삼성전자가 폭등하고있읍니다
역시 일은 자유우파입니다
자유우파로 정권연장하여
자유대한민국을 발전시킵시다",삼성전자,자유우파가 일을잘하니 삼성전자가 폭등하고있읍니다 역시 일은 자유우파입니다 자유우파로 정권연장하여 자유대한민국을 발전시킵시다,찬티
425552625,주주 입성자분들,투명한배당주관람자,2026.07.15 11:38,지금 오른다고 들어 오지 마세요 지금 매물벽이 놓아 많이 오를것 같지 않으니 관망만 하는게 낳을까 싶네요,삼성전자,지금 오른다고 들어 오지 마세요 지금 매물벽이 놓아 많이 오를것 같지 않으니 관망만 하는게 낳을까 싶네요,안티
425552596,조만간 34만선 가겠네요 정상으로 복귀 한다네요 맘고생 끝 다시달려 봅니다 현명한판단 꼭 들고갑니다,멋진날들되길바랍니다,2026.07.15 11:38,모두부자되세요,삼성전자,모두부자되세요,찬티
425552556,캠시스 올해 10배 먹을수 있는 작은종목 스터디 하시죠,시앙,2026.07.15 11:38,한번 스터디들 해 보시죠,삼성전자,한번 스터디들 해 보시죠,중립
425552552,내 나이 70 에 뭘 더바라겟냐?그냥,밤안개이슬비,2026.07.15 11:38,"내란수괴 수괴 일당
사형 찬성합니다
이게나라냐?",삼성전자,내란수괴 수괴 일당 사형 찬성합니다 이게나라냐?,중립
425552517,28절대 못뚫는다고 글쓰고,응안되,2026.07.15 11:37,"뚫리니까 바로 글삭하고 튀네 ㅋㅋㅋ
잠이나 쳐 자라 .....",삼성전자,뚫리니까 바로 글삭하고 튀네 잠이나 쳐 자라 .....,안티
425552506,진짜 궁금한게,hsh,2026.07.15 11:37,개검 갈아타가며 온갖 패악질에 조작질한 작부 쉴드치고 싶냐? 번테 잡범 아니고서야 도저히 납득이 안된다,삼성전자,개검 갈아타가며 온갖 패악질에 조작질한 작부 쉴드치고 싶냐? 번테 잡범 아니고서야 도저히 납득이 안된다,안티
425552494,삼전 답답하게 올라간다..하닉처럼 힘차게 올라가야지..,크게웃으며살자,2026.07.15 11:37,sk스퀘어에서 있으며 삼전 지켜본다..폭등이라도 해야지..거지팔자 면하려면...,삼성전자,sk스퀘어에서 있으며 삼전 지켜본다..폭등이라도 해야지..거지팔자 면하려면...,찬티
425552471,오늘은 전업종 전종목 상승하는날 몇일전에도 올상승하다 올하락,sjd,2026.07.15 11:37,지속상승하면 좋으련만,삼성전자,지속상승하면 좋으련만,찬티
425552470,하늘 높이 올라라~~~~~,매너있는매도기술자,2026.07.15 11:37,자~~~올라 감니다 꽉 잡으세요...,삼성전자,자 올라 감니다 꽉 잡으세요...,찬티
425552430,36층38층 살아있죠?,원이777,2026.07.15 11:37,희망이 있다잉,삼성전자,희망이 있다잉,찬티
425552428,드디어 뚫었구나,단단한추세수호신,2026.07.15 11:37,28ㅊㅊㅊ,삼성전자,28,찬티
425552424,흡혈귀들한테,현이짱,2026.07.15 11:37,"개미 피만 빨렸네
시체가 많이 있것어
그냥 3십만 빨리 가자 일단계
그래야 동생 하니 따라온다",삼성전자,개미 피만 빨렸네 시체가 많이 있것어 그냥 3십만 빨리 가자 일단계 그래야 동생 하니 따라온다,찬티
425552409,!!!!,k1140001,2026.07.15 11:37,좋습니다. 변동성이 약화되면서 안정적 상승세 유지됨. 바닥확인한 상태로 외부 악재만 없다면 재상승으로 전환된다고 봄. 최고의 재료 보유 종목으로 기대감 커짐.,삼성전자,좋습니다. 변동성이 약화되면서 안정적 상승세 유지됨. 바닥확인한 상태로 외부 악재만 없다면 재상승으로 전환된다고 봄. 최고의 재료 보유 종목으로 기대감 커짐.,찬티
425552403,ADR하고싶냐,적극적인힌트까마귀,2026.07.15 11:37,"진짜 진행하면 ADR상장할때까지, 상장 후 몇일 폭락한다",삼성전자,"진짜 진행하면 ADR상장할때까지, 상장 후 몇일 폭락한다",안티
425552400,보완 수사로 덮은 김학의 x간 사건,음븡이,2026.07.15 11:37,"김학의 前 법무부 차관 사건 요점 정리
1. 성접대하라고 부른것도 아니고 그냥 어떤 여성을 성폭행한뒤 협박해서 계속 강제 성폭행/성접대 시킴.
2. 피로회복제인척 물뽕과 최음제로 특수강간.
3. 흉기로 협박하고 영상찍은거 부모님한테 보여준다고 하면서 인생망치고 싶지 않으면 말들으라고 계속 끌고다니면서 성폭행. 그런 여성들이 30명이나 되고, 1년 6개월이나 지속됐음. (그 중 5명은 대학생)
4. 김학의는 그냥 접대만 받은게 아니고 적극적으로 강간을 한 것으로 보임. 별장에서는 각종 음란비디오와 쇠사슬, 채찍 등이 발견됨.
5. 저런 영상들이 가족들한테 협박용으로 당당히 보내짐.. 그게 피해자측의 증거로 쓰임.... (여기 얽힌건 윤중천)
6. 경찰은 ‘김 차관의 얼굴이 확실히 식별된다’고 밝혔고 음성도 95퍼가 일치했지만, 검사는 조사 자체를 안하고 조서를 조작함
7. 첫번째 재판: 김학의 무혐의 판결
8. 무혐의 발표 나기 전에 담당 검사들이 맡았던 연예인 도박사건 같은거 터뜨려서 세간의 시선 돌림.
9. 피해자가 직접 탄원서를 내고 재수사 촉구함. ""영상속의 여성은 나다""라고 직접 등장하고 박근혜한테 직접 편지까지 씀. ( 편지 쓴 여성은 스스로 생을 마감함)
10. 그러나 검사 수사 당시 녹취록: ""얼굴도 이쁘게 생겼는데 잊고 살아라""
11. 두번째 재판: 김학의 무혐의 판결
12. 최근 드러난 진실 - 김학의는 최순실-박근혜 사람이었고 수사에 외압을 넣어 수사를 무마시켰던 것.
13. 경찰쪽에서 3만건이나 되는 증거를 날려버림
14. 게다가 김학의만이 아니라 다른 유력인사들도 영상에 나왔다고함. 관련 증거 영상 14건을 없애버림
15. PD수첩이 공개한 ‘윤회장 성접대 리스트’
김학의(전 법무부 차관),성○○(전 ○○원 국장),박○○(일산○○병원 원장),이○○(○○당 인수위 대변인실),박○○(○○○건설 대표),이○○(○○그룹 부회장),문○○(○○○그룹 회장),김○○(○○건설 회장),하○○(○○대 교수),지○○(○○○피부과 원장),최○○,손○○
당시 법무부장관 황교안",삼성전자,"김학의 법무부 차관 사건 요점 정리 1. 성접대하라고 부른것도 아니고 그냥 어떤 여성을 성폭행한뒤 협박해서 계속 강제 성폭행 성접대 시킴. 2. 피로회복제인척 물뽕과 최음제로 특수강간. 3. 흉기로 협박하고 영상찍은거 부모님한테 보여준다고 하면서 인생망치고 싶지 않으면 말들으라고 계속 끌고다니면서 성폭행. 그런 여성들이 30명이나 되고, 1년 6개월이나 지속됐음. 그 중 5명은 대학생 4. 김학의는 그냥 접대만 받은게 아니고 적극적으로 강간을 한 것으로 보임. 별장에서는 각종 음란비디오와 쇠사슬, 채찍 등이 발견됨. 5. 저런 영상들이 가족들한테 협박용으로 당당히 보내짐.. 그게 피해자측의 증거로 쓰임.... 여기 얽힌건 윤중천 6. 경찰은 김 차관의 얼굴이 확실히 식별된다 고 밝혔고 음성도 95퍼가 일치했지만, 검사는 조사 자체를 안하고 조서를 조작함 7. 첫번째 재판 김학의 무혐의 판결 8. 무혐의 발표 나기 전에 담당 검사들이 맡았던 연예인 도박사건 같은거 터뜨려서 세간의 시선 돌림. 9. 피해자가 직접 탄원서를 내고 재수사 촉구함. 영상속의 여성은 나다 라고 직접 등장하고 박근혜한테 직접 편지까지 씀. 편지 쓴 여성은 스스로 생을 마감함 10. 그러나 검사 수사 당시 녹취록 얼굴도 이쁘게 생겼는데 잊고 살아라 11. 두번째 재판 김학의 무혐의 판결 12. 최근 드러난 진실 김학의는 최순실 박근혜 사람이었고 수사에 외압을 넣어 수사를 무마시켰던 것. 13. 경찰쪽에서 3만건이나 되는 증거를 날려버림 14. 게다가 김학의만이 아니라 다른 유력인사들도 영상에 나왔다고함. 관련 증거 영상 14건을 없애버림 15. PD수첩이 공개한 윤회장 성접대 리스트 김학의 전 법무부 차관 ,성 전 원 국장 ,박 일산 병원 원장 ,이 당 인수위 대변인실 ,박 건설 대표 ,이 그룹 부회장 ,문 그룹 회장 ,김 건설 회장 ,하 대 교수 ,지 피부과 원장 ,최 ,손 당시 법무부장관 황교안",중립
425552343,5.6 ~ 7.14. 개인 평균단가?,7원칙,2026.07.15 11:36,".5.6 ~ 7.14.
개인평균매수단가 30만 6000원
5.6 ~7.14. 개인 33.8조 매수
30만원까지는 물린 물량 안나오기쉬우니
30만원까지는 쉽게 올라갈걸
개인평균매수단가 밑에서 목표가 설정.
30만원까지는 쉽게 가겠지
30만원까지 올라라
30만 6000원 근처에 올수록
개인평균매수단가 근처에 오니
서로 본전 탈출하는 사람 많아질걸.
거래량도 5.6 ~ 7.14 매수거래량..
33.8조이상 거래대금 터져야..
30만원까지는 쉽게 올라가자..
30만6000원 밑에까지만 목표가 설정",삼성전자,.5.6 7.14. 개인평균매수단가 30만 6000원 5.6 7.14. 개인 33.8조 매수 30만원까지는 물린 물량 안나오기쉬우니 30만원까지는 쉽게 올라갈걸 개인평균매수단가 밑에서 목표가 설정. 30만원까지는 쉽게 가겠지 30만원까지 올라라 30만 6000원 근처에 올수록 개인평균매수단가 근처에 오니 서로 본전 탈출하는 사람 많아질걸. 거래량도 5.6 7.14 매수거래량.. 33.8조이상 거래대금 터져야.. 30만원까지는 쉽게 올라가자.. 30만6000원 밑에까지만 목표가 설정,찬티
425552335,이거 환불 되나요?,양봉페페,2026.07.15 11:36,우리 애아빠가 화가 많이 났거든요?,삼성전자,우리 애아빠가 화가 많이 났거든요?,중립
425552312,국내주식답없다,뒤꿈치에서정수리,2026.07.15 11:36,다 팔고 닉스ADR로 가자 정부 정책이 개망,삼성전자,다 팔고 닉스ADR로 가자 정부 정책이 개망,안티
425552306,큰거 안바란다 55만원 가자!!,몰입한일봉차트금손,2026.07.15 11:36,"200만원 찍으면 좋겠지만
난 55만원 정도도 만족한다
가즈아!!",삼성전자,200만원 찍으면 좋겠지만 난 55만원 정도도 만족한다 가즈아!!,찬티
425552283,인생 뭐 있냐? 인생은 한방 이지,pageup,2026.07.15 11:36,"어차피 흙수저로 태어나서
인생역전을 하긴 쉽지않다
지금이 그 인생 역전의 기회다
모든 영끌 신욤 레버리지를
모아 모아 모아서
어제 최저가에 몰빵쳐놨다
벌써 수익이 어마어마 한데
100만원 까지는 흔들리지 않을테다",삼성전자,어차피 흙수저로 태어나서 인생역전을 하긴 쉽지않다 지금이 그 인생 역전의 기회다 모든 영끌 신욤 레버리지를 모아 모아 모아서 어제 최저가에 몰빵쳐놨다 벌써 수익이 어마어마 한데 100만원 까지는 흔들리지 않을테다,찬티
425552261,에헴,불안한호재이슈마법사,2026.07.15 11:35,어떤 10엘름이 안티질이냐,삼성전자,어떤 10엘름이 안티질이냐,중립
425552260,코인하고 다른걸 모르겠네,눈치좋은마법사,2026.07.15 11:35,"아무리봐도 그냥 오르고 내리는데
분석이 뭐가중요한지 모르겠음
돈많은애가 찍어누르면 내리는거고 사주면 오르고
오늘만봐도 내리는종목 몇개나있나 그냥 올리니까 오르는거지 ㅋㅋ",삼성전자,아무리봐도 그냥 오르고 내리는데 분석이 뭐가중요한지 모르겠음 돈많은애가 찍어누르면 내리는거고 사주면 오르고 오늘만봐도 내리는종목 몇개나있나 그냥 올리니까 오르는거지,안티
425552195,역시 하락은 물량뺏기였음,함께하는익절전략대장,2026.07.15 11:35,움쳐!! 50만!!,삼성전자,움쳐!! 50만!!,찬티
425552130,작,착한사람,2026.07.15 11:34,"전주 스타일이네 삼전
이십 사오만원대 매수한거
이십 팔만원대 다 던젓다
이젠 이나라 이상한 가짜 노마들이
삼전도 도박 주식 만들엇다
삼전 하이닉스 단일종목으로 만 이티에프 만든 앙마들은 누구이냐
ㅎㅎ",삼성전자,전주 스타일이네 삼전 이십 사오만원대 매수한거 이십 팔만원대 다 던젓다 이젠 이나라 이상한 가짜 노마들이 삼전도 도박 주식 만들엇다 삼전 하이닉스 단일종목으로 만 이티에프 만든 앙마들은 누구이냐,안티
425552095,자 이번스 형님들 화이또!!!,오리온스,2026.07.15 11:34,이제 밑으로 가즈아~,삼성전자,이제 밑으로 가즈아,안티
425552078,소부장주들 더 날라가네...,크게웃으며살자,2026.07.15 11:34,"한미반도체는 상한가로 가고 있다...삼전 뭐하냐??
하닉에 반도 안되네..이런..ㅋ",삼성전자,한미반도체는 상한가로 가고 있다...삼전 뭐하냐?? 하닉에 반도 안되네..이런..,안티
425552066,"미국 피부에 닫는 물가와 다른 엉터리 보고서, 사실일까 거짓일까?",세븐스타짱,2026.07.15 11:34,"Wow
놀면서 잘 먹고 잘 살자 화이팅 차차차 지화자",삼성전자,Wow 놀면서 잘 먹고 잘 살자 화이팅 차차차 지화자,찬티
425552056,단타족 개미들,이금액에파는사람이있다니,2026.07.15 11:34,"얼른팔고,삼전에 얼씬들 말거라,
이십만원 벌었다고 자랑질말고,진득하게 들고있어야지
물만 흐린다",삼성전자,"얼른팔고,삼전에 얼씬들 말거라, 이십만원 벌었다고 자랑질말고,진득하게 들고있어야지 물만 흐린다",안티
425551946,기쁜 소식,밤안개이슬비,2026.07.15 11:33,"대버번
깅거니 재판 연기
훈훈해요 기뻐요
훈훈해요 기뻐요
당연 한게 기쁘다니
그동인 얼마나
공정과 상식 이 무너졋는지
알겟다",삼성전자,대버번 깅거니 재판 연기 훈훈해요 기뻐요 훈훈해요 기뻐요 당연 한게 기쁘다니 그동인 얼마나 공정과 상식 이 무너졋는지 알겟다,찬티
425551929,빨간불일때사는사람없죠?,단단한급등흐름지성인,2026.07.15 11:33,개미업고 나락갑니다,삼성전자,개미업고 나락갑니다,안티
425551921,삼성전자 폭락한날 자사수매도 공시,삼전닉스ㅜㅜ,2026.07.15 11:33,이제 저점깨고 오르니 사고있네 주주환원없으니 주가가 이정도지. 마국기업 본받아라. 2천억 온누리 그딴거 너내제풓파느라고. 이재용 개인사 쇼츠 그만올리고 관심 없다 회사가. 주주생각하는가 그러니 돈벌어도 주가가 이정도지,삼성전자,이제 저점깨고 오르니 사고있네 주주환원없으니 주가가 이정도지. 마국기업 본받아라. 2천억 온누리 그딴거 너내제풓파느라고. 이재용 개인사 쇼츠 그만올리고 관심 없다 회사가. 주주생각하는가 그러니 돈벌어도 주가가 이정도지,안티
425551912,지금이야 풀매수,열정적인코스피제왕,2026.07.15 11:33,지금사야되는데 다들 뭘모르네,삼성전자,지금사야되는데 다들 뭘모르네,찬티
425551899,일하고 왔는데... 280 아직도 못 뚫고 있네~~,이거슨뭐여,2026.07.15 11:33,오늘 종가 280 뚫길 바라면 욕심인가...,삼성전자,오늘 종가 280 뚫길 바라면 욕심인가...,찬티
425551897,어제 파신분들 감사합니다,park11334,2026.07.15 11:32,덕분에 개미가 털려서 상승하네요 ^^,삼성전자,덕분에 개미가 털려서 상승하네요,찬티
425551852,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,자산가금나와라뚝딱,2026.07.15 11:32,말했제 그랬제????????? 2억 꺼억 하고 나갑니당~~ 돈 벌기 쉽노;;,삼성전자,말했제 그랬제????????? 2억 꺼억 하고 나갑니당 돈 벌기 쉽노,찬티
425551767,파운드리에 속지마세요,단일종목에6억투자,2026.07.15 11:32,"파운드리에 속지마세요
TSMC와의 기술격차를 좁힌다는 보장이 없습니다.
유투브, 매체 믿지 마세요.
[ 삼성이 2등 기업인 이유 ]
메모리 1등 : 닉스
파운드리 1등 : TSMC
스마트폰 1등 : 애플
가전 1등 : LG
조선 1등 : 현대
앞으로는 초격차 1등만 살아 남는다.",삼성전자,"파운드리에 속지마세요 TSMC와의 기술격차를 좁힌다는 보장이 없습니다. 유투브, 매체 믿지 마세요. 삼성이 2등 기업인 이유 메모리 1등 닉스 파운드리 1등 TSMC 스마트폰 1등 애플 가전 1등 LG 조선 1등 현대 앞으로는 초격차 1등만 살아 남는다.",안티
425551761,"또, 또 좀 올랐다고",plus3012,2026.07.15 11:32,삼전 팔구 하닉 사러 가는 구만,삼성전자,삼전 팔구 하닉 사러 가는 구만,찬티
425551758,"""어제가 싼 거 였어"" SK하이닉스 美ADR과 가격차 51%",솔직한지표몬스터,2026.07.15 11:32,tkdgksrk eksmseo,삼성전자,tkdgksrk eksmseo,중립
425551752,뭐?? 삼성전자를 30만원에 산 사람이 있다고?,스페셜러,2026.07.15 11:31,"푸하하하
금융치료가 답",삼성전자,푸하하하 금융치료가 답,찬티
425551735,오늘 매도하는 날. 내일 다시 폭락. ..ㅎㅎㅎ,Andakang,2026.07.15 11:31,반복 학습. ㅎㅎㅎㅎ,삼성전자,반복 학습.,중립
425551729,아니 삼전은 못오르게 왜이리누르는거여,삼전지박령,2026.07.15 11:31,왜누르는거여 대체,삼성전자,왜누르는거여 대체,안티
425551669,28만 지지를 못하네,쿠미,2026.07.15 11:31,"쫌 가자!
지친다ㅜㅜ",삼성전자,쫌 가자! 지친다,찬티
425551638,28만 매도벽,용의주도매매결정기사,2026.07.15 11:31,철옹성이누..,삼성전자,철옹성이누..,찬티
