nid,title,author,date,content,company,content_clean,sentiment
425561084,덩치만 커서,그냥기둘려,2026.07.15 12:53,"내릴 땐 같이 쳐내리더니
오를 땐 반토막이냐
미국 상장이라도 하든가
따라하니 쪽팔린가
따라다니는 건 안 쪽팔리냐",SK하이닉스,내릴 땐 같이 쳐내리더니 오를 땐 반토막이냐 미국 상장이라도 하든가 따라하니 쪽팔린가 따라다니는 건 안 쪽팔리냐,찬티
425561068,음봉 뛰우러가즈아~ 애들아!!!!,골로갈시간이다,2026.07.15 12:53,오늘 음봉!!!!!~ 낼 개양봉!!!!!,SK하이닉스,오늘 음봉!!!!! 낼 개양봉!!!!!,찬티
425561046,오늘 삼전 +10% 위에서,모두부자되세요,2026.07.15 12:53,"마감하도록 합시다!
주주님들...어때요?",SK하이닉스,마감하도록 합시다! 주주님들...어때요?,찬티
425561037,반도체 피크아웃이라고 떠들던 애널들,낙산,2026.07.15 12:53,"이제 그만 해라
너희는 절대 그일을 계속하면 안된다
많은사람에게 피해줄인간",SK하이닉스,이제 그만 해라 너희는 절대 그일을 계속하면 안된다 많은사람에게 피해줄인간,안티
425560990,다음 분기 실발까지 40만원,소박하게,2026.07.15 12:53,분위기 좋으면 44만원 찍먹,SK하이닉스,분위기 좋으면 44만원 찍먹,찬티
425560985,도박으로만든 죄명,ㄱㅎㄹㅇㄴㄹㅇㄴㄹㄴㅇ,2026.07.15 12:53,탄핵해야합니다. 개인들만 손실,SK하이닉스,탄핵해야합니다. 개인들만 손실,안티
425560963,고마운 대통령님,호렁나비,2026.07.15 12:53,"윤석렬 같으면
어림 택도 없어요
술퍼먹느라 만사 귀찮형 이지요
근데
이재명 대통령님 보셔요
백성들이
레버리지 때문에 힘들다 하니
금감원에다가 바로 지시내려
해결하라 하잖어요
저번에는
투주,투경 문제도 해결했고..
난 솔찍히
윤석렬 찍었었지만
그거 잘못 찍은거여요
이 재명 대통령님 처럼
부지런한 분이 없어요
일 중독자..
존경합니다",SK하이닉스,"윤석렬 같으면 어림 택도 없어요 술퍼먹느라 만사 귀찮형 이지요 근데 이재명 대통령님 보셔요 백성들이 레버리지 때문에 힘들다 하니 금감원에다가 바로 지시내려 해결하라 하잖어요 저번에는 투주,투경 문제도 해결했고.. 난 솔찍히 윤석렬 찍었었지만 그거 잘못 찍은거여요 이 재명 대통령님 처럼 부지런한 분이 없어요 일 중독자.. 존경합니다",찬티
425560957,내일은 삼전이 오르는날,Thks1133,2026.07.15 12:53,하이닉스가 뒤에,SK하이닉스,하이닉스가 뒤에,중립
425560955,유체이탈화법,비굴은나의적,2026.07.15 12:53,"죽이네
지시자가 밑에넘에 떠넘기는 말장난
삼전닉스etf 때문에 힘들죠?
에라이",SK하이닉스,죽이네 지시자가 밑에넘에 떠넘기는 말장난 삼전닉스etf 때문에 힘들죠? 에라이,안티
425560950,윤썩을 단두대로 언제가냐 하루빨리,rustjd9,2026.07.15 12:52,"ㅇㅇㅇㅇㅇㅇ 모가지 싹둑
입에는 닭발 물은채로 ㅋㅋㅋㅋㅋ 달성닭표",SK하이닉스,모가지 싹둑 입에는 닭발 물은채로 달성닭표,찬티
425560946,9%는 달리자,전문할배,2026.07.15 12:52,"털지말고 가보자!!
차트도 어마하다!",SK하이닉스,털지말고 가보자!! 차트도 어마하다!,찬티
425560942,나보고 오늘최고가에 사라고?,퍼플리,2026.07.15 12:52,그건선넘지 24아가리쭤억,SK하이닉스,그건선넘지 24아가리쭤억,안티
425560916,물 들어왔을때 노를 젓자,가뿐한코스,2026.07.15 12:52,노를 저어라.. 어얼씨구,SK하이닉스,노를 저어라.. 어얼씨구,찬티
425560897,삼성전다 사는 개 낳나여????,낳나여,2026.07.15 12:52,"파는 개 낳나여????
어느 개 낳나여????",SK하이닉스,파는 개 낳나여???? 어느 개 낳나여????,안티
425560882,내가어제 쓸어담으라고 했지?,괴수,2026.07.15 12:52,7월 1일부터 적중률 100%,SK하이닉스,7월 1일부터 적중률 100,찬티
425560847,50만갑니다,파동박사,2026.07.15 12:52,베팅하세요 인생역전갑시다,SK하이닉스,베팅하세요 인생역전갑시다,찬티
425560843,프로그램이 선행매도 시작한다,rlgndnlrl,2026.07.15 12:52,기관외인 따라가겠지,SK하이닉스,기관외인 따라가겠지,중립
425560812,1등의,코코아조아,2026.07.15 12:52,위엄을 보여줘라 ㅎㅎㅎ,SK하이닉스,위엄을 보여줘라,찬티
425560810,돈복사 가보자~!! 불기둥 ㅅ ㅅ,akedx,2026.07.15 12:51,돈복사 가보자~!! 불기둥 ㅅ ㅅ,SK하이닉스,돈복사 가보자 !! 불기둥,찬티
425560804,한숨,투명한배당주관람자,2026.07.15 12:51,"290,000 후반데에 있을 종목인데 어렵네",SK하이닉스,"290,000 후반데에 있을 종목인데 어렵네",안티
425560787,오늘같은날 음봉뛰운다면...,골로갈시간이다,2026.07.15 12:51,조지겠지?ㅋㅋㅋ 볼만하겠구나!!!!!,SK하이닉스,조지겠지? 볼만하겠구나!!!!!,찬티
425560739,코스피 주봉 아래꼬리 긴 양봉전환 무슨뜻인지알지?,kwang3701,2026.07.15 12:51,다음주 장대양봉이다 ㅋㅋ,SK하이닉스,다음주 장대양봉이다,찬티
425560723,하이닉스는 모르겠고 삼전 이번에 50돌파,Thks1133,2026.07.15 12:51,"v자형 상승
이번에 50",SK하이닉스,v자형 상승 이번에 50,찬티
425560716,낼은 또 폭락,buy,2026.07.15 12:51,패턴이냐?,SK하이닉스,패턴이냐?,중립
425560696,ECBULSAE덜.ㅋㅋㅋㅋㅋㅋㅋ,럭키골든벨,2026.07.15 12:51,"감히 종같다고 야부리 터는 니들은 밥은 먹고 사냐.
너거들이 오직 이바닥에서 먹고 살려면 최소 삼전주 100장은 갖구 가야 한다.
고 이병철.이건희
현 이재용 회장 한데 감사 해라.
이 조금만 나라에서 더구나 최첨단 반도체로 세계1등 한다는게 강아지 짖는소리 같냐!!
똑바루 살아라.
묻지도 따지지도 말고 30만 미만이면 무조건 풀 매수다.
목표가.370만냥.",SK하이닉스,감히 종같다고 야부리 터는 니들은 밥은 먹고 사냐. 너거들이 오직 이바닥에서 먹고 살려면 최소 삼전주 100장은 갖구 가야 한다. 고 이병철.이건희 현 이재용 회장 한데 감사 해라. 이 조금만 나라에서 더구나 최첨단 반도체로 세계1등 한다는게 강아지 짖는소리 같냐!! 똑바루 살아라. 묻지도 따지지도 말고 30만 미만이면 무조건 풀 매수다. 목표가.370만냥.,찬티
425560629,오늘도 호남전자라 그런가 흥어들 풍년이네 ㅋㅋ 글쓰자마자 싫어요 4개 달어주고 ㅋㅋ,1직로드킬,2026.07.15 12:50,7월24일 까지 잘 들고 있어~~~~니들 수장이 경제 대통에 외교 천재라 관세 잘 해결해 줄거야 신안염전노예로 국제적으로 이슈 만들어 줘서 국격이 끝 없이 오르는 중에 광주 살인마 아버지의 자식 사랑이 전 세계에서 눈물 없이 는 볼 수없는 신파 라고 지금 국격이 달나라 갈 지경이야 우리는 이런 나라에 살고 있어서 행복해~~~,SK하이닉스,7월24일 까지 잘 들고 있어 니들 수장이 경제 대통에 외교 천재라 관세 잘 해결해 줄거야 신안염전노예로 국제적으로 이슈 만들어 줘서 국격이 끝 없이 오르는 중에 광주 살인마 아버지의 자식 사랑이 전 세계에서 눈물 없이 는 볼 수없는 신파 라고 지금 국격이 달나라 갈 지경이야 우리는 이런 나라에 살고 있어서 행복해,찬티
425560618,정말 기가 막힌다! 놀라지 마세요,아직도주린이,2026.07.15 12:50,"모건스탠리 지금
sk하닉 매수 1위 수급 투자자임
이놈 뭐하는 넘이지?
반도체 지가 사고 았음
공매로 주가 하락시켜가지고",SK하이닉스,모건스탠리 지금 sk하닉 매수 1위 수급 투자자임 이놈 뭐하는 넘이지? 반도체 지가 사고 았음 공매로 주가 하락시켜가지고,안티
425560615,하닉과) 5% 이상 차이나는 것은 존심 상하니까...,모두부자되세요,2026.07.15 12:50,3% 정도 갭으로 따라잡읍시다!,SK하이닉스,3 정도 갭으로 따라잡읍시다!,찬티
425560593,은행가서 대출하고.안갚아야지.ㅋㅋㅋ,개딸헌터,2026.07.15 12:50,"내일.개폭락
썩어빠진 이재먕",SK하이닉스,내일.개폭락 썩어빠진 이재먕,안티
425560571,이란하고 전쟁중인데 불안해서 매도 했는데 내일 뉴스에 미사일 단어 나오면 바로 장대음봉 나온다,investments,2026.07.15 12:50,"미래를 위해
예언한다
조심해라
한순간이다
ㅎㅎㅎㅎ",SK하이닉스,미래를 위해 예언한다 조심해라 한순간이다,안티
425560563,폭염에 반도체 활황에,가즈가즈아,2026.07.15 12:50,"삼성전자는 날아갈수 밖에 없네
세계 1등 기업 너~~~무 저평가",SK하이닉스,삼성전자는 날아갈수 밖에 없네 세계 1등 기업 너 무 저평가,찬티
425560562,배당 언제함?,0아무도모르게0,2026.07.15 12:50,"다음 배당 언제임?
노동소득으로 이미 월급 받고있는
직원들한테 추가로 6억씩 뿌리면서
자본투자한 주주들에게 배당은 왜 짜게하냐?",SK하이닉스,다음 배당 언제임? 노동소득으로 이미 월급 받고있는 직원들한테 추가로 6억씩 뿌리면서 자본투자한 주주들에게 배당은 왜 짜게하냐?,안티
425560523,빚내서 하는것들 전부,드드드드,2026.07.15 12:49,반대매매 당해버려라,SK하이닉스,반대매매 당해버려라,안티
425560517,하닉봐라 진짜 뭔문제있냐,주식하는백수,2026.07.15 12:49,속터져 죽겠네,SK하이닉스,속터져 죽겠네,안티
425560506,주식 보다 날씨가 빨리 40 도 넘어라,밤안개이슬비,2026.07.15 12:49,"구치소 개 더워
훈훈해요 기뻐요",SK하이닉스,구치소 개 더워 훈훈해요 기뻐요,찬티
425560503,외인 기관은 투척준비,rlgndnlrl,2026.07.15 12:49,레버리지 ETF어떻게 발표날지 궁금하군,SK하이닉스,레버리지 ETF어떻게 발표날지 궁금하군,중립
425560484,28.5매물벽만 뚫으면,용의주도매매결정기사,2026.07.15 12:49,"29직행이닷!
가잣!",SK하이닉스,29직행이닷! 가잣!,찬티
425560454,2찍들 폭망각이냐?,rustjd9,2026.07.15 12:49,?????????,SK하이닉스,?????????,중립
425560450,40층,1억시작,2026.07.15 12:49,까지 브레이크 없이 GO GO~,SK하이닉스,까지 브레이크 없이 GO GO,찬티
425560406,"외인 수익중, 개인 매수중, 기관 수익중.",골로갈시간이다,2026.07.15 12:48,"브리핑 끝ㅋㅋㅋㅋ
참고해라!!! 개미들아!!!",SK하이닉스,브리핑 끝 참고해라!!! 개미들아!!!,찬티
425560386,삼성전자 🟥 업계쪽 변 동 자 료,현진성,2026.07.15 12:48,"들 어보니 전 혀 안전한 구간이 아닌거같네요
대 부분 모르게 돌고있던 부분으로
주 가관련 내용 받 았습니다
"" 삼성전자 "" 가 지고 계 신다면 종가반영 전에 알고 가시는 게 좋 겠습니다
거 두절미하고
O l O - 9 1 9 5 - 8 8 4 6 으로
"" 삼성전자 "" 보내주시면 일괄공 유해드 립니다",SK하이닉스,들 어보니 전 혀 안전한 구간이 아닌거같네요 대 부분 모르게 돌고있던 부분으로 주 가관련 내용 받 았습니다 삼성전자 가 지고 계 신다면 종가반영 전에 알고 가시는 게 좋 겠습니다 거 두절미하고 O l O 9 1 9 5 8 8 4 6 으로 삼성전자 보내주시면 일괄공 유해드 립니다,안티
425560380,24만에만담았어도..한방에1주에4만먹는거네,애교있는고가금손,2026.07.15 12:48,"이래서
하락장, 상승장 상관없이
고점, 저점 할 것 없이
타점이 어디냐가 중요한 것 같음...
1주에 4만원
10주에 40만원 (240만원 투자대비)
100주면 400만원 (2400만원 투자대비)
1000주면 4천만원 (2억4천 투자대비)
하락장에서도
수익 장난없네...",SK하이닉스,"이래서 하락장, 상승장 상관없이 고점, 저점 할 것 없이 타점이 어디냐가 중요한 것 같음... 1주에 4만원 10주에 40만원 240만원 투자대비 100주면 400만원 2400만원 투자대비 1000주면 4천만원 2억4천 투자대비 하락장에서도 수익 장난없네...",찬티
425560368,매매동향,천무취옹,2026.07.15 12:48,"당분간 하단 120선 상단 선행2선 사이에서 횡보할듯한데
불안함을 느낀 개인 적극매도
검정머리 외인인듯한 외인 매수 메릴린치
모건, 모건스텐리매도
기관 어정쩡 적극매수하지 않는것이가 와카노
20여일정도는 방향 모색을 위한 횡보가 예측되네",SK하이닉스,"당분간 하단 120선 상단 선행2선 사이에서 횡보할듯한데 불안함을 느낀 개인 적극매도 검정머리 외인인듯한 외인 매수 메릴린치 모건, 모건스텐리매도 기관 어정쩡 적극매수하지 않는것이가 와카노 20여일정도는 방향 모색을 위한 횡보가 예측되네",중립
425560335,● 팩트) 우린지금 광주ㆍ호남ㆍ용인에 엄청투자해야,스나이0007,2026.07.15 12:48,"안그러면 미국이 트럼프가 지내땅에 10000000%확율로 하라할것임
메모리패권은 과거 일본에있었음 잃어버린 일본 30년이 바로 미국이 돌아선거 ᆢ한국 수혜중ᆢ 허나반대상황이 벌어지고있음
결국 메모리패권을 유지하기위해선 시급히 신속한 투자가 선행되야 !!",SK하이닉스,안그러면 미국이 트럼프가 지내땅에 10000000 확율로 하라할것임 메모리패권은 과거 일본에있었음 잃어버린 일본 30년이 바로 미국이 돌아선거 한국 수혜중 허나반대상황이 벌어지고있음 결국 메모리패권을 유지하기위해선 시급히 신속한 투자가 선행되야 !!,찬티
425560309,익절하고 인버스 샀는데,krsm1111,2026.07.15 12:47,이제 다시 내려죠요,SK하이닉스,이제 다시 내려죠요,안티
425560298,이 개잡주는 오늘도 음봉이네ㅋ 역시 외인 기관이 돌아가면서 패대기 치니까 힘이 없다 기회 줄 때 탈출해라 탈출은 지능순 내일 금리인상 폭락이다,코스피ㅡ만,2026.07.15 12:47,내일 금리인상 하면 폭락이다 탈출해라 탈출은 지능순,SK하이닉스,내일 금리인상 하면 폭락이다 탈출해라 탈출은 지능순,안티
425560295,무한 인버스 구간이다,rlgndnlrl,2026.07.15 12:47,"매도후 기다려라
삼전이 선봉되어 투척한다",SK하이닉스,매도후 기다려라 삼전이 선봉되어 투척한다,안티
425560289,■■ 어자피 갈꺼 걍 40층으로 직행하자~,헤일메리9,2026.07.15 12:47,".
.
터보 켜라~~",SK하이닉스,. . 터보 켜라,찬티
425560266,외인기관 매수 정지,ktwms,2026.07.15 12:47,"28위로 개미들이 올리네
결국 30만 근처서 매물폭탄 개미 다 털리고
하방vi걸면 개미 또 손절",SK하이닉스,28위로 개미들이 올리네 결국 30만 근처서 매물폭탄 개미 다 털리고 하방vi걸면 개미 또 손절,안티
425560251,김문수가 대통령됬으면,윤어게인,2026.07.15 12:47,"김문수가 대통령됬으면
쌍북반도체 해줬을건데
이재명이 되어서
라도반도체가 되었읍니다ㅜㅜ
자유우파는 더욱 분발하여
필히 정권교쳬하십시다
청렴하신 두분도 사면해드립시다
사전투표폐지
당일투표 수개표",SK하이닉스,김문수가 대통령됬으면 쌍북반도체 해줬을건데 이재명이 되어서 라도반도체가 되었읍니다 자유우파는 더욱 분발하여 필히 정권교쳬하십시다 청렴하신 두분도 사면해드립시다 사전투표폐지 당일투표 수개표,찬티
425560250,내글 보면 분명 태풍이와도,김효일,2026.07.15 12:47,"언제 그랬내는듯 따뜻한날이 온다켓제?
파도가 거세게쳐도 태풍이 와도
여전히 반도체는 모자르고 힌치오차없이 반도체는 생산중이고 하루1조이상씩 수익내고 있다
1년에 1조도 못버는 회사 수두룩빽빽
삼성sdi는 참고로 1억도 못벌고 심지어 적자 몇천억이다",SK하이닉스,언제 그랬내는듯 따뜻한날이 온다켓제? 파도가 거세게쳐도 태풍이 와도 여전히 반도체는 모자르고 힌치오차없이 반도체는 생산중이고 하루1조이상씩 수익내고 있다 1년에 1조도 못버는 회사 수두룩빽빽 삼성sdi는 참고로 1억도 못벌고 심지어 적자 몇천억이다,찬티
425560216,2천포인트 더 가야 전고점,정신차리라,2026.07.15 12:46,"짧은 시간에
참~ 많이도 처 내렸네",SK하이닉스,짧은 시간에 참 많이도 처 내렸네,안티
425560141,어짜피 이따 또 떨굼,킹갓비둘기,2026.07.15 12:46,인버스 들갈차례거든,SK하이닉스,인버스 들갈차례거든,안티
425560107,오전에 단타자리 잠깐 있었는데 물릴까봐 혹시나 하다,사기다마,2026.07.15 12:45,"놓쳐버렸네.
하도 변동성 장이라.
공포에 단타자리를 놓쳤네.
그이후 자리 안주네.",SK하이닉스,놓쳐버렸네. 하도 변동성 장이라. 공포에 단타자리를 놓쳤네. 그이후 자리 안주네.,안티
425560090,하이닉스 꼬붕하지말자,이로운종목전망레전드,2026.07.15 12:45,이기자 이기자 이기자,SK하이닉스,이기자 이기자 이기자,찬티
425560074,10일선 터치하자!,벌건기둥,2026.07.15 12:45,힘내라! 조금 남앗다..,SK하이닉스,힘내라! 조금 남앗다..,찬티
425560039,하도 꼬라 받아 나서,아직도주린이,2026.07.15 12:45,올라도 오르 거 깉지도 않네,SK하이닉스,올라도 오르 거 깉지도 않네,안티
425560034,ibm,혁신적인전략거북이,2026.07.15 12:45,언제적 컴퓨터냐 ㅎ 삼보286.386 ㅋ. 애네들이 실적은 좋으나 ai투자를 덜 하고 덜했대. 그래서 뭐 지피티. 미토스 클라우드 채미나이 이런건 생각도 안해 바로 -27%. 이게 미국시장 현실이다. 메타. 구글 기타 회사들 실적 발표 할때. 우리 그만 할래요 하면 끋이다. 죽을지언정 더더 투자 합니다.이래야 산다고 느켰을것이다.국장 개미들이 잘못생각하는게 우리보다 미국ai거품론 터지면 미국주식시장은 끝이다. 시총30 위안에 ai관련주가 20개정도다. ai거품론 ibm으로 이제누구도 말 안한다. 이제 미국금리. 트럼프만 조심하면된다.,SK하이닉스,언제적 컴퓨터냐 삼보286.386 . 애네들이 실적은 좋으나 ai투자를 덜 하고 덜했대. 그래서 뭐 지피티. 미토스 클라우드 채미나이 이런건 생각도 안해 바로 27 . 이게 미국시장 현실이다. 메타. 구글 기타 회사들 실적 발표 할때. 우리 그만 할래요 하면 끋이다. 죽을지언정 더더 투자 합니다.이래야 산다고 느켰을것이다.국장 개미들이 잘못생각하는게 우리보다 미국ai거품론 터지면 미국주식시장은 끝이다. 시총30 위안에 ai관련주가 20개정도다. ai거품론 ibm으로 이제누구도 말 안한다. 이제 미국금리. 트럼프만 조심하면된다.,찬티
425560028,무한 인버스 구간이다,rlgndnlrl,2026.07.15 12:45,뒤돌아 보지말고 현금확보 어자피 애너들 음전 만든다,SK하이닉스,뒤돌아 보지말고 현금확보 어자피 애너들 음전 만든다,안티
425560024,나라꼴이 거지,Dalpakguy,2026.07.15 12:45,"선거관리위원회
축협
배재고. 학생들 죽이기
주식시장..
방위 탈영 국방부장관
조국..끝에 노자 붙인다고..미ㅊ",SK하이닉스,선거관리위원회 축협 배재고. 학생들 죽이기 주식시장.. 방위 탈영 국방부장관 조국..끝에 노자 붙인다고..미,중립
425560006,개관. 투신 팔고있네,멋쥔넘,2026.07.15 12:45,이런 개자재분아!!!!!!!!!!,SK하이닉스,이런 개자재분아!!!!!!!!!!,안티
425559998,(긴급)17일 am10 트럼프2020년 미국 대선 당시 외국의 개입에 대해 대국민 연설을 할 예정이라고 로이터통신이작성시점1분 전조회 27202,약사여래부처님,2026.07.15 12:45,"(긴급)17일 am10 2020년 미국 대선 당시 외국의 개입에 대해 대국민 연설을 할 예정이라고 로이터통신이작성시점1분 전조회 27
2020년 미국 대선 당시 외국의 개입에 대해 대국민 연설을 할 예정이라고 로이터통신이",SK하이닉스,긴급 17일 am10 2020년 미국 대선 당시 외국의 개입에 대해 대국민 연설을 할 예정이라고 로이터통신이작성시점1분 전조회 27 2020년 미국 대선 당시 외국의 개입에 대해 대국민 연설을 할 예정이라고 로이터통신이,중립
425559927,"26/6/1~오늘, 26/1/1~오늘, 26/7/1~오늘 ᆢ기간은 니 맘대로 정해라.",주식잘안됨,2026.07.15 12:44,"자기 수익율 조회해 보고 꼴은 사람은 똑똑한 채, 잘 난 채, 잘 아는 채 하지 말고 주디 좀 꾹 닫고 있어라.
자기 돈도 꼴으면서 돈도 못 따는 게 잘 아는 채 하는 게 웃기잖아. 너도 함 생각해봐라. 글체!?",SK하이닉스,"자기 수익율 조회해 보고 꼴은 사람은 똑똑한 채, 잘 난 채, 잘 아는 채 하지 말고 주디 좀 꾹 닫고 있어라. 자기 돈도 꼴으면서 돈도 못 따는 게 잘 아는 채 하는 게 웃기잖아. 너도 함 생각해봐라. 글체!?",안티
425559923,오징어 게임,가벼운확신황제,2026.07.15 12:44,"시즌 2 시작합니다.
탑승하신 여러분을 환영합니다.",SK하이닉스,시즌 2 시작합니다. 탑승하신 여러분을 환영합니다.,찬티
425559917,민주당을 공산당이라고 생각하는 극우들,문재메이,2026.07.15 12:44,"초딩 유치원생급 지능
문주당은 국짐 2중대임ㅋㅋ
똑같이 적폐고 기득권들인데
겉으로는 서민들을 위하는 척 연기하는 집단이고
국짐은 대놓고 강남3구 부동산 재벌을 비호하는 집단
그게 유일한 차이
그나마 민중을 진짜 생각하는
대재명이 문주당을 장악하고
살짝 쇄신되었지만 그도 기득권과 적폐세력을 청산못하고
되려 야합하고 있는중
공산당과는 거리가 멀어도 너무 멈",SK하이닉스,초딩 유치원생급 지능 문주당은 국짐 2중대임 똑같이 적폐고 기득권들인데 겉으로는 서민들을 위하는 척 연기하는 집단이고 국짐은 대놓고 강남3구 부동산 재벌을 비호하는 집단 그게 유일한 차이 그나마 민중을 진짜 생각하는 대재명이 문주당을 장악하고 살짝 쇄신되었지만 그도 기득권과 적폐세력을 청산못하고 되려 야합하고 있는중 공산당과는 거리가 멀어도 너무 멈,중립
425559914,낚시잘하네 물어!,퍼플리,2026.07.15 12:44,마지막 탈출기회,SK하이닉스,마지막 탈출기회,안티
425559912,오늘 30만원 돌파하겠구만,jugh,2026.07.15 12:44,개미만 저렇게 털려주면 외인.기관은 끝도 없이 올린다,SK하이닉스,개미만 저렇게 털려주면 외인.기관은 끝도 없이 올린다,안티
425559883,시드가 없는게,노무라삼전,2026.07.15 12:44,개탄스러울뿔 ㅡㅡ 35를 기다리는게 너무 지루하다 ㅠㅠ,SK하이닉스,개탄스러울뿔 35를 기다리는게 너무 지루하다,안티
425559854,"이대통령,주가누르기 방지법도 신속히 제정하라 명령지시",코코냥냥,2026.07.15 12:43,"거래소에도 대응책 주문
""자본시장 정상화·선진화 중요한 과제""
https://www.fnnews.com/news/202607151217460505",SK하이닉스,거래소에도 대응책 주문 자본시장 정상화 선진화 중요한 과제,중립
425559847,오후나락감. 단타튈때잉,Thks1133,2026.07.15 12:43,"다 던져줘라
먼저 던져라
외인설거지하지말고",SK하이닉스,다 던져줘라 먼저 던져라 외인설거지하지말고,안티
425559846,한번속지 두번속냐?,광견또람프,2026.07.15 12:43,"올리다가 패대기...
오늘 너무 희망회로 돌리지 말고 단타로 가라",SK하이닉스,올리다가 패대기... 오늘 너무 희망회로 돌리지 말고 단타로 가라,안티
425559783,와인 지분율 주가 떨어지면?,아직도주린이,2026.07.15 12:43,"46.58
주가 떨어지면 이넘들 매수해서
다시 지분 높아진다.
이참에
모건이 지븐율 0으로.들어야 한다
다시는 공매질 안한다",SK하이닉스,46.58 주가 떨어지면 이넘들 매수해서 다시 지분 높아진다. 이참에 모건이 지븐율 0으로.들어야 한다 다시는 공매질 안한다,찬티
425559765,사면 물린데이,조정시매수는따블,2026.07.15 12:43,"낼부터 나라말아먹는 금리인상 전격발표로
도박판 초토화된다",SK하이닉스,낼부터 나라말아먹는 금리인상 전격발표로 도박판 초토화된다,안티
425559756,"李대통령, 삼전닉스 레버리지 ETF에 ""보완대책 신속히 마련하라""",주식초고수형,2026.07.15 12:43,"속보 봤지?
이제 etf 물량 쏟아져나올거다
그럼 하락 가속",SK하이닉스,속보 봤지? 이제 etf 물량 쏟아져나올거다 그럼 하락 가속,안티
425559738,이 고비를,위대한임팩트,2026.07.15 12:43,넘어서야함 29를 깨야한다,SK하이닉스,넘어서야함 29를 깨야한다,찬티
425559725,기회줄때 도망가라,새로운,2026.07.15 12:42,이제 나락이다ㅋㅋ,SK하이닉스,이제 나락이다,안티
425559715,오늘은 매수 써킷이냐?,꼭지킬러,2026.07.15 12:42,"근데 쪼께 아쉽네..
두자릿수 상승 나오면..
완죤 땡큐 헌데ㅠ.ㅠ
닉스 한테 너무 까이네..",SK하이닉스,근데 쪼께 아쉽네.. 두자릿수 상승 나오면.. 완죤 땡큐 헌데 . 닉스 한테 너무 까이네..,찬티
425559693,훔..,섬집아기N잠들다z숨이멈추다T,2026.07.15 12:42,"삼성 40퍼
하닉 50퍼
하이브 10퍼에서...
삼성 100퍼로 몰빵...
목표가 연말까징 40만 도달시 15억...........
계곡과 소나무 숲이 있고, 바닷가 보이는 곳의
별장에서 속세를 떠나 살련다..ㅡ",SK하이닉스,"삼성 40퍼 하닉 50퍼 하이브 10퍼에서... 삼성 100퍼로 몰빵... 목표가 연말까징 40만 도달시 15억........... 계곡과 소나무 숲이 있고, 바닷가 보이는 곳의 별장에서 속세를 떠나 살련다..",찬티
425559674,오늘은 293000원 터치한다. 내일은 조정 들간다,롱롱숏숏,2026.07.15 12:42,.....,SK하이닉스,.....,중립
425559644,3억매도 빠잉,한국의금손,2026.07.15 12:42,"ㅋㅋㅋㅋㅋ
몇일페이크준다음 야금 야금 ㅋㅋ
난 내돈이 더소중해
출금이 중요해서 성투해~~~
빨간감옥에서 나오는게 중허지
위에 매물대한가득 일목보더라도 구름떼
rsi방향 거래량좋지만 다 못먹음 내주제를알고
튐 주식어디안가 나중에사던지 아님자야지ㅋㅋ밥먹으러간다
그리고 신용이 다시늘고있음.. 정신들못차렸네
프로그램따라붙지만 ..글쌔 비빔면은 역시 팔도
남은100만원40찍으면 팔고 좀 쉬어야지",SK하이닉스,몇일페이크준다음 야금 야금 난 내돈이 더소중해 출금이 중요해서 성투해 빨간감옥에서 나오는게 중허지 위에 매물대한가득 일목보더라도 구름떼 rsi방향 거래량좋지만 다 못먹음 내주제를알고 튐 주식어디안가 나중에사던지 아님자야지 밥먹으러간다 그리고 신용이 다시늘고있음.. 정신들못차렸네 프로그램따라붙지만 ..글쌔 비빔면은 역시 팔도 남은100만원40찍으면 팔고 좀 쉬어야지,안티
425559631,C~~8,개딸헌터,2026.07.15 12:42,와 노멍났나.ㅋㅋㅋ,SK하이닉스,와 노멍났나.,안티
425559617,형님들.,가벼운확신황제,2026.07.15 12:42,"그간 싸나이 테스트 통과하시느라 수고 많으셨습니다.
탈락하신 형님들 랄부 달고 출발합니다. 딸랑 딸랑.",SK하이닉스,그간 싸나이 테스트 통과하시느라 수고 많으셨습니다. 탈락하신 형님들 랄부 달고 출발합니다. 딸랑 딸랑.,찬티
425559562,단타는 이제 튈때,Thks1133,2026.07.15 12:41,오후 급락,SK하이닉스,오후 급락,안티
425559532,이럴때 10프로정도,반전적인업종갑부,2026.07.15 12:41,올라주면 좋으련만 참 무겁다,SK하이닉스,올라주면 좋으련만 참 무겁다,안티
425559523,.....,냠이양음oddy,2026.07.15 12:41,빨리 30만원 갖다놔라,SK하이닉스,빨리 30만원 갖다놔라,찬티
425559522,닉스 절반만 가네,후유,2026.07.15 12:41,"비중 삼전에 더 실었단말이다.
힘좀내라 삼전아.",SK하이닉스,비중 삼전에 더 실었단말이다. 힘좀내라 삼전아.,찬티
425559490,삼전이 공포구간 만든다,rlgndnlrl,2026.07.15 12:40,자유롭지 않다 원래그런외인 이니까,SK하이닉스,자유롭지 않다 원래그런외인 이니까,안티
425559488,283 탈출성공ㅠㅠ,특이한논쟁지키미,2026.07.15 12:40,수수료는 냈다 ㅠㅠ,SK하이닉스,수수료는 냈다,중립
425559440,반도체,유능한공략참새,2026.07.15 12:40,시즌2 진입....,SK하이닉스,시즌2 진입....,찬티
